"","color_position","Participant_ID","Condition","condition_str","participant_number","trials_gen.thisTrialN","gen_response_color_index_in_orig_colorbar_space","gen_response_distance_idx","gen_response_distance_dE","gen_signed_distance_idx","trial_within_test_color","idx_for_graph","exemplar_position","color_to_prototype_distance_idx","color_to_prototype_de"
"1778",93,"FA23_1021",2,"Dark Far",1021,67,80,13,7.30565388641664,-13,4,95,93,0,0
"1779",251,"FA23_1021",2,"Dark Far",1021,68,255,4,11.4981711492162,4,5,255,226,25,15
"1780",29,"FA23_1021",2,"Dark Far",1021,69,18,11,5.82398534456044,-11,4,31,52,-23,7
"1781",146,"FA23_1021",2,"Dark Far",1021,70,131,15,8.23346679759467,-15,4,148,158,-12,7
"1782",29,"FA23_1021",2,"Dark Far",1021,71,12,17,7.96061140602401,-17,5,33,52,-23,7
"1783",216,"FA23_1021",2,"Dark Far",1021,72,209,7,2.15262851438729,-7,4,218,226,-10,7
"1784",170,"FA23_1021",2,"Dark Far",1021,73,164,6,2.57192409213133,-6,4,172,158,12,7
"1785",158,"FA23_1021",2,"Dark Far",1021,74,161,3,1.36160909840099,3,4,160,158,0,0
"1786",123,"FA23_1021",2,"Dark Far",1021,75,91,32,19.1484940991338,-32,4,125,93,30,15
"1787",133,"FA23_1021",2,"Dark Far",1021,76,90,43,25.3734464916389,-43,5,137,158,-25,15
"1788",203,"FA23_1021",2,"Dark Far",1021,77,197,6,2.03432315090061,-6,5,207,226,-23,15
"1789",146,"FA23_1021",2,"Dark Far",1021,78,145,1,0.513656343494712,-1,5,150,158,-12,7
"1790",10,"FA23_1021",2,"Dark Far",1021,79,1,9,10.941393654034,-9,5,14,52,-42,15
"1791",76,"FA23_1021",2,"Dark Far",1021,80,62,14,8.04762739113781,-14,5,80,93,-17,7
"1792",170,"FA23_1021",2,"Dark Far",1021,81,159,11,4.80115410295118,-11,5,174,158,12,7
"1793",52,"FA23_1021",2,"Dark Far",1021,82,42,10,6.43389736187828,-10,5,56,52,0,0
"1794",158,"FA23_1021",2,"Dark Far",1021,83,152,6,2.82600999202557,-6,5,162,158,0,0
"1795",72,"FA23_1021",2,"Dark Far",1021,84,50,22,13.1102030198511,-22,5,76,52,20,7
"1796",93,"FA23_1021",2,"Dark Far",1021,85,51,42,23.9437476537557,-42,5,97,93,0,0
"1797",123,"FA23_1021",2,"Dark Far",1021,86,78,45,25.8725320233203,-45,5,127,93,30,15
"1798",185,"FA23_1021",2,"Dark Far",1021,87,165,20,8.09145736814702,-20,5,189,158,27,15
"1799",241,"FA23_1021",2,"Dark Far",1021,88,237,4,2.13834958282088,-4,5,245,226,15,7
"1800",216,"FA23_1021",2,"Dark Far",1021,89,207,9,2.78360496315003,-9,5,220,226,-10,7
"1801",123,"FA23_1023",2,"Dark Far",1023,0,93,30,18.0686349237852,-30,1,119,93,30,15
"1802",76,"FA23_1023",2,"Dark Far",1023,1,83,7,3.92124585328202,7,1,72,93,-17,7
"1803",93,"FA23_1023",2,"Dark Far",1023,2,83,10,5.63627053123761,-10,1,89,93,0,0
"1804",108,"FA23_1023",2,"Dark Far",1023,3,85,23,13.3451152032194,-23,1,104,93,15,7
"1805",146,"FA23_1023",2,"Dark Far",1023,4,154,8,3.9377914161304,8,1,142,158,-12,7
"1806",251,"FA23_1023",2,"Dark Far",1023,5,255,4,11.4981711492162,4,1,247,226,25,15
"1807",29,"FA23_1023",2,"Dark Far",1023,6,1,28,17.9147831549627,-28,1,25,52,-23,7
"1808",158,"FA23_1023",2,"Dark Far",1023,7,144,14,6.82482999048808,-14,1,154,158,0,0
"1809",170,"FA23_1023",2,"Dark Far",1023,8,175,5,2.06160048935154,5,1,166,158,12,7
"1810",185,"FA23_1023",2,"Dark Far",1023,9,206,21,7.35426937774536,21,1,181,158,27,15
"1811",226,"FA23_1023",2,"Dark Far",1023,10,230,4,1.62749058380606,4,1,222,226,0,0
"1812",10,"FA23_1023",2,"Dark Far",1023,11,2,8,9.46354958030653,-8,1,6,52,-42,15
"1813",72,"FA23_1023",2,"Dark Far",1023,12,80,8,4.50390227858306,8,1,68,52,20,7
"1814",203,"FA23_1023",2,"Dark Far",1023,13,215,12,3.77554024420659,12,1,199,226,-23,15
"1815",241,"FA23_1023",2,"Dark Far",1023,14,233,8,4.14670980486327,-8,1,237,226,15,7
"1816",133,"FA23_1023",2,"Dark Far",1023,15,99,34,20.5444308179545,-34,1,129,158,-25,15
"1817",52,"FA23_1023",2,"Dark Far",1023,16,57,5,3.08796041488676,5,1,48,52,0,0
"1818",216,"FA23_1023",2,"Dark Far",1023,17,212,4,1.22223061580071,-4,1,212,226,-10,7
"1819",93,"FA23_1023",2,"Dark Far",1023,18,64,29,16.2908840445094,-29,2,91,93,0,0
"1820",170,"FA23_1023",2,"Dark Far",1023,19,190,20,7.82095636164549,20,2,168,158,12,7
"1821",76,"FA23_1023",2,"Dark Far",1023,20,53,23,13.4762865628868,-23,2,74,93,-17,7
"1822",146,"FA23_1023",2,"Dark Far",1023,21,89,57,32.6072011508,-57,2,144,158,-12,7
"1823",216,"FA23_1023",2,"Dark Far",1023,22,214,2,0.609804390013613,-2,2,214,226,-10,7
"1824",251,"FA23_1023",2,"Dark Far",1023,23,254,3,8.09094417490582,3,2,249,226,25,15
"1825",241,"FA23_1023",2,"Dark Far",1023,24,243,2,1.09615303347417,2,2,239,226,15,7
"1826",10,"FA23_1023",2,"Dark Far",1023,25,3,7,8.06251765245256,-7,2,8,52,-42,15
"1827",158,"FA23_1023",2,"Dark Far",1023,26,140,18,8.93076312579679,-18,2,156,158,0,0
"1828",146,"FA23_1023",2,"Dark Far",1023,27,116,30,17.402623097158,-30,3,146,158,-12,7
"1829",29,"FA23_1023",2,"Dark Far",1023,28,19,10,5.75967155032789,-10,2,27,52,-23,7
"1830",29,"FA23_1023",2,"Dark Far",1023,29,9,20,9.98236404593877,-20,3,29,52,-23,7
"1831",133,"FA23_1023",2,"Dark Far",1023,30,90,43,25.3734464916389,-43,2,131,158,-25,15
"1832",158,"FA23_1023",2,"Dark Far",1023,31,169,11,4.83742911561735,11,3,158,158,0,0
"1833",52,"FA23_1023",2,"Dark Far",1023,32,21,31,20.2971383194858,-31,2,50,52,0,0
"1834",108,"FA23_1023",2,"Dark Far",1023,33,80,28,16.0464758955947,-28,2,106,93,15,7
"1835",203,"FA23_1023",2,"Dark Far",1023,34,229,26,8.14609535885522,26,2,201,226,-23,15
"1836",226,"FA23_1023",2,"Dark Far",1023,35,246,20,9.77457091099728,20,2,224,226,0,0
"1837",108,"FA23_1023",2,"Dark Far",1023,36,87,21,12.254038287427,-21,3,108,93,15,7
"1838",123,"FA23_1023",2,"Dark Far",1023,37,91,32,19.1484940991338,-32,2,121,93,30,15
"1839",170,"FA23_1023",2,"Dark Far",1023,38,153,17,7.58655017658592,-17,3,170,158,12,7
"1840",123,"FA23_1023",2,"Dark Far",1023,39,103,20,12.3832075272055,-20,3,123,93,30,15
"1841",216,"FA23_1023",2,"Dark Far",1023,40,240,24,9.51949790643019,24,3,216,226,-10,7
"1842",93,"FA23_1023",2,"Dark Far",1023,41,73,20,11.2037652541589,-20,3,93,93,0,0
"1843",133,"FA23_1023",2,"Dark Far",1023,42,81,52,29.8777692289452,-52,3,133,158,-25,15
"1844",226,"FA23_1023",2,"Dark Far",1023,43,233,7,3.00374150108635,7,3,226,226,0,0
"1845",185,"FA23_1023",2,"Dark Far",1023,44,214,29,9.81107679607809,29,2,183,158,27,15
"1846",72,"FA23_1023",2,"Dark Far",1023,45,71,1,0.569629288208555,-1,2,70,52,20,7
"1847",52,"FA23_1023",2,"Dark Far",1023,46,49,3,1.89444515730849,-3,3,52,52,0,0
"1848",241,"FA23_1023",2,"Dark Far",1023,47,250,9,7.97719937199813,9,3,241,226,15,7
"1849",72,"FA23_1023",2,"Dark Far",1023,48,89,17,9.52205457426465,17,3,72,52,20,7
"1850",251,"FA23_1023",2,"Dark Far",1023,49,253,2,5.07362392958611,2,3,251,226,25,15
"1851",203,"FA23_1023",2,"Dark Far",1023,50,211,8,2.55769969257705,8,3,203,226,-23,15
"1852",76,"FA23_1023",2,"Dark Far",1023,51,77,1,0.562213845811974,1,3,76,93,-17,7
"1853",10,"FA23_1023",2,"Dark Far",1023,52,1,9,10.941393654034,-9,3,10,52,-42,15
"1854",185,"FA23_1023",2,"Dark Far",1023,53,186,1,0.377572904579412,1,3,185,158,27,15
"1855",108,"FA23_1023",2,"Dark Far",1023,54,100,8,4.86821667129358,-8,4,110,93,15,7
"1856",241,"FA23_1023",2,"Dark Far",1023,55,246,5,2.75451613231376,5,4,243,226,15,7
"1857",203,"FA23_1023",2,"Dark Far",1023,56,210,7,2.2474031639334,7,4,205,226,-23,15
"1858",226,"FA23_1023",2,"Dark Far",1023,57,228,2,0.782991355359103,2,4,228,226,0,0
"1859",226,"FA23_1023",2,"Dark Far",1023,58,221,5,1.72364976891318,-5,5,230,226,0,0
"1860",76,"FA23_1023",2,"Dark Far",1023,59,85,9,5.03837361839556,9,4,78,93,-17,7
"1861",52,"FA23_1023",2,"Dark Far",1023,60,49,3,1.89444515730849,-3,4,54,52,0,0
"1862",133,"FA23_1023",2,"Dark Far",1023,61,125,8,4.76763314261515,-8,4,135,158,-25,15
"1863",108,"FA23_1023",2,"Dark Far",1023,62,107,1,0.620104627751986,-1,5,112,93,15,7
"1864",72,"FA23_1023",2,"Dark Far",1023,63,87,15,8.40629445075913,15,4,74,52,20,7
"1865",185,"FA23_1023",2,"Dark Far",1023,64,205,20,7.03319622185872,20,4,187,158,27,15
"1866",10,"FA23_1023",2,"Dark Far",1023,65,4,6,6.73269665338533,-6,4,12,52,-42,15
"1867",251,"FA23_1023",2,"Dark Far",1023,66,253,2,5.07362392958611,2,4,253,226,25,15
"1868",93,"FA23_1023",2,"Dark Far",1023,67,96,3,1.73251181563384,3,4,95,93,0,0
"1869",251,"FA23_1023",2,"Dark Far",1023,68,252,1,2.3914883485369,1,5,255,226,25,15
"1870",29,"FA23_1023",2,"Dark Far",1023,69,14,15,6.93403983281149,-15,4,31,52,-23,7
"1871",146,"FA23_1023",2,"Dark Far",1023,70,121,25,14.2909544843617,-25,4,148,158,-12,7
"1872",29,"FA23_1023",2,"Dark Far",1023,71,6,23,12.5164961187259,-23,5,33,52,-23,7
"1873",216,"FA23_1023",2,"Dark Far",1023,72,236,20,7.52403600990786,20,4,218,226,-10,7
"1874",170,"FA23_1023",2,"Dark Far",1023,73,203,33,12.2903020860529,33,4,172,158,12,7
"1875",158,"FA23_1023",2,"Dark Far",1023,74,180,22,9.27780902328779,22,4,160,158,0,0
"1876",123,"FA23_1023",2,"Dark Far",1023,75,128,5,3.04601722690693,5,4,125,93,30,15
"1877",133,"FA23_1023",2,"Dark Far",1023,76,114,19,11.5905509712674,-19,5,137,158,-25,15
"1878",203,"FA23_1023",2,"Dark Far",1023,77,212,9,2.86545486299818,9,5,207,226,-23,15
"1879",146,"FA23_1023",2,"Dark Far",1023,78,158,12,5.79904755570205,12,5,150,158,-12,7
"1880",10,"FA23_1023",2,"Dark Far",1023,79,5,5,5.46906545084448,-5,5,14,52,-42,15
"1881",76,"FA23_1023",2,"Dark Far",1023,80,71,5,2.83153184932106,-5,5,80,93,-17,7
"1882",170,"FA23_1023",2,"Dark Far",1023,81,154,16,7.11359273431058,-16,5,174,158,12,7
"1883",52,"FA23_1023",2,"Dark Far",1023,82,55,3,1.86323950748357,3,5,56,52,0,0
"1884",158,"FA23_1023",2,"Dark Far",1023,83,159,1,0.457553587946939,1,5,162,158,0,0
"1885",72,"FA23_1023",2,"Dark Far",1023,84,75,3,1.69870629390915,3,5,76,52,20,7
"1886",93,"FA23_1023",2,"Dark Far",1023,85,88,5,2.8390017621507,-5,5,97,93,0,0
"1887",123,"FA23_1023",2,"Dark Far",1023,86,100,23,14.1424631236566,-23,5,127,93,30,15
"1888",185,"FA23_1023",2,"Dark Far",1023,87,195,10,3.65655048465708,10,5,189,158,27,15
"1889",241,"FA23_1023",2,"Dark Far",1023,88,233,8,4.14670980486327,-8,5,245,226,15,7
"1890",216,"FA23_1023",2,"Dark Far",1023,89,214,2,0.609804390013613,-2,5,220,226,-10,7
"1891",123,"FA23_1024",1,"Light Far",1024,0,83,40,19.2106511629588,-40,1,119,93,30,15
"1892",76,"FA23_1024",1,"Light Far",1024,1,52,24,8.68390080692754,-24,1,72,93,-17,7
"1893",93,"FA23_1024",1,"Light Far",1024,2,65,28,11.2300572149637,-28,1,89,93,0,0
"1894",108,"FA23_1024",1,"Light Far",1024,3,72,36,15.5817073695696,-36,1,104,93,15,7
"1895",146,"FA23_1024",1,"Light Far",1024,4,100,46,26.0374867821226,-46,1,142,158,-12,7
"1896",251,"FA23_1024",1,"Light Far",1024,5,216,35,17.4584685039834,-35,1,247,226,25,15
"1897",29,"FA23_1024",1,"Light Far",1024,6,5,24,14.4898350693757,-24,1,25,52,-23,7
"1898",158,"FA23_1024",1,"Light Far",1024,7,71,87,44.1149448440151,-87,1,154,158,0,0
"1899",170,"FA23_1024",1,"Light Far",1024,8,105,65,36.4450731142655,-65,1,166,158,12,7
"1900",185,"FA23_1024",1,"Light Far",1024,9,129,56,31.5358731335735,-56,1,181,158,27,15
"1901",226,"FA23_1024",1,"Light Far",1024,10,202,24,15.7304053118108,-24,1,222,226,0,0
"1902",10,"FA23_1024",1,"Light Far",1024,11,1,9,15.4530978004648,-9,1,6,52,-42,15
"1903",72,"FA23_1024",1,"Light Far",1024,12,36,36,12.0002585963013,-36,1,68,52,20,7
"1904",203,"FA23_1024",1,"Light Far",1024,13,161,42,23.8782237815604,-42,1,199,226,-23,15
"1905",241,"FA23_1024",1,"Light Far",1024,14,222,19,9.21374598150703,-19,1,237,226,15,7
"1906",133,"FA23_1024",1,"Light Far",1024,15,114,19,11.070915429843,-19,1,129,158,-25,15
"1907",52,"FA23_1024",1,"Light Far",1024,16,48,4,1.30084925436631,-4,1,48,52,0,0
"1908",216,"FA23_1024",1,"Light Far",1024,17,201,15,9.6672953197071,-15,1,212,226,-10,7
"1909",93,"FA23_1024",1,"Light Far",1024,18,106,13,6.09370141698882,13,2,91,93,0,0
"1910",170,"FA23_1024",1,"Light Far",1024,19,154,16,9.16518579293101,-16,2,168,158,12,7
"1911",76,"FA23_1024",1,"Light Far",1024,20,40,36,12.3828346357854,-36,2,74,93,-17,7
"1912",146,"FA23_1024",1,"Light Far",1024,21,85,61,32.191446813684,-61,2,144,158,-12,7
"1913",216,"FA23_1024",1,"Light Far",1024,22,224,8,5.34948056289215,8,2,214,226,-10,7
"1914",251,"FA23_1024",1,"Light Far",1024,23,224,27,14.9488084116815,-27,2,249,226,25,15
"1915",241,"FA23_1024",1,"Light Far",1024,24,224,17,8.05005021930375,-17,2,239,226,15,7
"1916",10,"FA23_1024",1,"Light Far",1024,25,8,2,0.555705893533505,-2,2,8,52,-42,15
"1917",158,"FA23_1024",1,"Light Far",1024,26,113,45,26.4915184435705,-45,2,156,158,0,0
"1918",146,"FA23_1024",1,"Light Far",1024,27,113,33,19.6311339974564,-33,3,146,158,-12,7
"1919",29,"FA23_1024",1,"Light Far",1024,28,4,25,16.3052701826006,-25,2,27,52,-23,7
"1920",29,"FA23_1024",1,"Light Far",1024,29,14,15,7.10168117952895,-15,3,29,52,-23,7
"1921",133,"FA23_1024",1,"Light Far",1024,30,106,27,15.1596993685999,-27,2,131,158,-25,15
"1922",158,"FA23_1024",1,"Light Far",1024,31,105,53,30.4944200209256,-53,3,158,158,0,0
"1923",52,"FA23_1024",1,"Light Far",1024,32,54,2,0.667165467393161,2,2,50,52,0,0
"1924",108,"FA23_1024",1,"Light Far",1024,33,74,34,14.8351250432356,-34,2,106,93,15,7
"1925",203,"FA23_1024",1,"Light Far",1024,34,155,48,27.1050107807099,-48,2,201,226,-23,15
"1926",226,"FA23_1024",1,"Light Far",1024,35,196,30,19.3876310748589,-30,2,224,226,0,0
"1927",108,"FA23_1024",1,"Light Far",1024,36,47,61,23.8858210659831,-61,3,108,93,15,7
"1928",123,"FA23_1024",1,"Light Far",1024,37,49,74,30.640917868336,-74,2,121,93,30,15
"1929",170,"FA23_1024",1,"Light Far",1024,38,100,70,38.752241813195,-70,3,170,158,12,7
"1930",123,"FA23_1024",1,"Light Far",1024,39,61,62,27.0079637983236,-62,3,123,93,30,15
"1931",216,"FA23_1024",1,"Light Far",1024,40,219,3,2.00173894893312,3,3,216,226,-10,7
"1932",93,"FA23_1024",1,"Light Far",1024,41,66,27,10.869072181774,-27,3,93,93,0,0
"1933",133,"FA23_1024",1,"Light Far",1024,42,75,58,27.8867941608086,-58,3,133,158,-25,15
"1934",226,"FA23_1024",1,"Light Far",1024,43,219,7,4.6749024913049,-7,3,226,226,0,0
"1935",185,"FA23_1024",1,"Light Far",1024,44,95,90,47.5995179876008,-90,2,183,158,27,15
"1936",72,"FA23_1024",1,"Light Far",1024,45,40,32,10.8552558416393,-32,2,70,52,20,7
"1937",52,"FA23_1024",1,"Light Far",1024,46,40,12,3.77554024420659,-12,3,52,52,0,0
"1938",241,"FA23_1024",1,"Light Far",1024,47,223,18,8.62924295472406,-18,3,241,226,15,7
"1939",72,"FA23_1024",1,"Light Far",1024,48,67,5,1.88752198918783,-5,3,72,52,20,7
"1940",251,"FA23_1024",1,"Light Far",1024,49,220,31,16.0935778870587,-31,3,251,226,25,15
"1941",203,"FA23_1024",1,"Light Far",1024,50,176,27,15.7508951883138,-27,3,203,226,-23,15
"1942",76,"FA23_1024",1,"Light Far",1024,51,32,44,14.6252892714583,-44,3,76,93,-17,7
"1943",10,"FA23_1024",1,"Light Far",1024,52,11,1,0.553595451813769,1,3,10,52,-42,15
"1944",185,"FA23_1024",1,"Light Far",1024,53,188,3,1.72678172338487,3,3,185,158,27,15
"1945",108,"FA23_1024",1,"Light Far",1024,54,93,15,7.0897649900206,-15,4,110,93,15,7
"1946",241,"FA23_1024",1,"Light Far",1024,55,225,16,7.48610970675003,-16,4,243,226,15,7
"1947",203,"FA23_1024",1,"Light Far",1024,56,107,96,50.669731700756,-96,4,205,226,-23,15
"1948",226,"FA23_1024",1,"Light Far",1024,57,227,1,0.657885287235583,1,4,228,226,0,0
"1949",226,"FA23_1024",1,"Light Far",1024,58,227,1,0.657885287235583,1,5,230,226,0,0
"1950",76,"FA23_1024",1,"Light Far",1024,59,69,7,2.69656756232991,-7,4,78,93,-17,7
"1951",52,"FA23_1024",1,"Light Far",1024,60,64,12,4.1634872540041,12,4,54,52,0,0
"1952",133,"FA23_1024",1,"Light Far",1024,61,99,34,18.428413701414,-34,4,135,158,-25,15
"1953",108,"FA23_1024",1,"Light Far",1024,62,81,27,12.1231913374441,-27,5,112,93,15,7
"1954",72,"FA23_1024",1,"Light Far",1024,63,58,14,5.11574653222344,-14,4,74,52,20,7
"1955",185,"FA23_1024",1,"Light Far",1024,64,186,1,0.573410405893885,1,4,187,158,27,15
"1956",10,"FA23_1024",1,"Light Far",1024,65,8,2,0.555705893533505,-2,4,12,52,-42,15
"1957",251,"FA23_1024",1,"Light Far",1024,66,238,13,12.3212796279033,-13,4,253,226,25,15
"1958",93,"FA23_1024",1,"Light Far",1024,67,50,43,16.2846531673015,-43,4,95,93,0,0
"1959",251,"FA23_1024",1,"Light Far",1024,68,232,19,13.6711921919596,-19,5,255,226,25,15
"1960",29,"FA23_1024",1,"Light Far",1024,69,5,24,14.4898350693757,-24,4,31,52,-23,7
"1961",146,"FA23_1024",1,"Light Far",1024,70,111,35,20.6778131158753,-35,4,148,158,-12,7
"1962",29,"FA23_1024",1,"Light Far",1024,71,10,19,9.24029909061961,-19,5,33,52,-23,7
"1963",216,"FA23_1024",1,"Light Far",1024,72,180,36,21.8621784088373,-36,4,218,226,-10,7
"1964",170,"FA23_1024",1,"Light Far",1024,73,168,2,1.12241993371323,-2,4,172,158,12,7
"1965",158,"FA23_1024",1,"Light Far",1024,74,163,5,2.88717837900862,5,4,160,158,0,0
"1966",123,"FA23_1024",1,"Light Far",1024,75,84,39,18.818554931712,-39,4,125,93,30,15
"1967",133,"FA23_1024",1,"Light Far",1024,76,78,55,26.8250088533645,-55,5,137,158,-25,15
"1968",203,"FA23_1024",1,"Light Far",1024,77,166,37,21.1858272212792,-37,5,207,226,-23,15
"1969",146,"FA23_1024",1,"Light Far",1024,78,102,44,25.1159378458588,-44,5,150,158,-12,7
"1970",10,"FA23_1024",1,"Light Far",1024,79,14,4,2.20053803069266,4,5,14,52,-42,15
"1971",76,"FA23_1024",1,"Light Far",1024,80,54,22,8.02317771815404,-22,5,80,93,-17,7
"1972",170,"FA23_1024",1,"Light Far",1024,81,84,86,45.6995640683788,-86,5,174,158,12,7
"1973",52,"FA23_1024",1,"Light Far",1024,82,58,6,2.03432315090061,6,5,56,52,0,0
"1974",158,"FA23_1024",1,"Light Far",1024,83,122,36,21.6535838282585,-36,5,162,158,0,0
"1975",72,"FA23_1024",1,"Light Far",1024,84,94,22,9.08346610699223,22,5,76,52,20,7
"1976",93,"FA23_1024",1,"Light Far",1024,85,105,12,5.60187065191152,12,5,97,93,0,0
"1977",123,"FA23_1024",1,"Light Far",1024,86,109,14,7.64965428715553,-14,5,127,93,30,15
"1978",185,"FA23_1024",1,"Light Far",1024,87,122,63,35.2017288884441,-63,5,189,158,27,15
"1979",241,"FA23_1024",1,"Light Far",1024,88,218,23,11.6142923641768,-23,5,245,226,15,7
"1980",216,"FA23_1024",1,"Light Far",1024,89,197,19,12.1079400572483,-19,5,220,226,-10,7
"1981",123,"FA23_1026",1,"Light Far",1026,0,70,53,24.0003281779257,-53,1,119,93,30,15
"1982",76,"FA23_1026",1,"Light Far",1026,1,40,36,12.3828346357854,-36,1,72,93,-17,7
"1983",93,"FA23_1026",1,"Light Far",1026,2,75,18,7.48945491190652,-18,1,89,93,0,0
"1984",108,"FA23_1026",1,"Light Far",1026,3,78,30,13.3045870782722,-30,1,104,93,15,7
"1985",146,"FA23_1026",1,"Light Far",1026,4,136,10,6.26887367725134,-10,1,142,158,-12,7
"1986",251,"FA23_1026",1,"Light Far",1026,5,249,2,2.50046281569263,-2,1,247,226,25,15
"1987",29,"FA23_1026",1,"Light Far",1026,6,60,31,9.72721968564165,31,1,25,52,-23,7
"1988",158,"FA23_1026",1,"Light Far",1026,7,184,26,14.577994978909,26,1,154,158,0,0
"1989",170,"FA23_1026",1,"Light Far",1026,8,205,35,20.2564379296339,35,1,166,158,12,7
"1990",185,"FA23_1026",1,"Light Far",1026,9,225,40,25.0710575100737,40,1,181,158,27,15
"1991",226,"FA23_1026",1,"Light Far",1026,10,231,5,3.25390275589663,5,1,222,226,0,0
"1992",10,"FA23_1026",1,"Light Far",1026,11,56,46,16.0192745574058,46,1,6,52,-42,15
"1993",72,"FA23_1026",1,"Light Far",1026,12,39,33,11.1451355098435,-33,1,68,52,20,7
"1994",203,"FA23_1026",1,"Light Far",1026,13,199,4,2.47846334500172,-4,1,199,226,-23,15
"1995",241,"FA23_1026",1,"Light Far",1026,14,231,10,4.58384082264774,-10,1,237,226,15,7
"1996",133,"FA23_1026",1,"Light Far",1026,15,118,15,8.88503413533184,-15,1,129,158,-25,15
"1997",52,"FA23_1026",1,"Light Far",1026,16,29,23,7.12521815314653,-23,1,48,52,0,0
"1998",216,"FA23_1026",1,"Light Far",1026,17,202,14,9.04750535505546,-14,1,212,226,-10,7
"1999",93,"FA23_1026",1,"Light Far",1026,18,59,34,13.3339898789281,-34,2,91,93,0,0
"2000",170,"FA23_1026",1,"Light Far",1026,19,130,40,23.4539324456562,-40,2,168,158,12,7
"2001",76,"FA23_1026",1,"Light Far",1026,20,34,42,14.0743366837345,-42,2,74,93,-17,7
"2002",146,"FA23_1026",1,"Light Far",1026,21,110,36,21.193286113544,-36,2,144,158,-12,7
"2003",216,"FA23_1026",1,"Light Far",1026,22,226,10,6.67800400195049,10,2,214,226,-10,7
"2004",251,"FA23_1026",1,"Light Far",1026,23,254,3,4.36655763924874,3,2,249,226,25,15
"2005",241,"FA23_1026",1,"Light Far",1026,24,234,7,3.81174422943421,-7,2,239,226,15,7
"2006",10,"FA23_1026",1,"Light Far",1026,25,29,19,9.24029909061961,19,2,8,52,-42,15
"2007",158,"FA23_1026",1,"Light Far",1026,26,148,10,6.0124896225185,-10,2,156,158,0,0
"2008",146,"FA23_1026",1,"Light Far",1026,27,105,41,23.6882726895449,-41,3,146,158,-12,7
"2009",29,"FA23_1026",1,"Light Far",1026,28,23,6,2.5316356288305,-6,2,27,52,-23,7
"2010",29,"FA23_1026",1,"Light Far",1026,29,24,5,2.0723085338997,-5,3,29,52,-23,7
"2011",133,"FA23_1026",1,"Light Far",1026,30,116,17,9.9892919987602,-17,2,131,158,-25,15
"2012",158,"FA23_1026",1,"Light Far",1026,31,151,7,4.17724223582447,-7,3,158,158,0,0
"2013",52,"FA23_1026",1,"Light Far",1026,32,33,19,5.87081035690245,-19,2,50,52,0,0
"2014",108,"FA23_1026",1,"Light Far",1026,33,67,41,17.3949000626001,-41,2,106,93,15,7
"2015",203,"FA23_1026",1,"Light Far",1026,34,214,11,7.09587902901571,11,2,201,226,-23,15
"2016",226,"FA23_1026",1,"Light Far",1026,35,224,2,1.3272432783232,-2,2,224,226,0,0
"2017",108,"FA23_1026",1,"Light Far",1026,36,88,20,9.2494316788208,-20,3,108,93,15,7
"2018",123,"FA23_1026",1,"Light Far",1026,37,111,12,6.62301958776835,-12,2,121,93,30,15
"2019",170,"FA23_1026",1,"Light Far",1026,38,150,20,11.5430924827464,-20,3,170,158,12,7
"2020",123,"FA23_1026",1,"Light Far",1026,39,126,3,1.77017173061685,3,3,123,93,30,15
"2021",216,"FA23_1026",1,"Light Far",1026,40,199,17,10.8955725182985,-17,3,216,226,-10,7
"2022",93,"FA23_1026",1,"Light Far",1026,41,59,34,13.3339898789281,-34,3,93,93,0,0
"2023",133,"FA23_1026",1,"Light Far",1026,42,81,52,25.7328872670795,-52,3,133,158,-25,15
"2024",226,"FA23_1026",1,"Light Far",1026,43,212,14,9.32778123029852,-14,3,226,226,0,0
"2025",185,"FA23_1026",1,"Light Far",1026,44,137,48,27.1297201098982,-48,2,183,158,27,15
"2026",72,"FA23_1026",1,"Light Far",1026,45,34,38,12.5613456163555,-38,2,70,52,20,7
"2027",52,"FA23_1026",1,"Light Far",1026,46,17,35,11.7883720758393,-35,3,52,52,0,0
"2028",241,"FA23_1026",1,"Light Far",1026,47,227,14,6.40334805175091,-14,3,241,226,15,7
"2029",72,"FA23_1026",1,"Light Far",1026,48,48,24,8.42847839355268,-24,3,72,52,20,7
"2030",251,"FA23_1026",1,"Light Far",1026,49,243,8,8.5342180537851,-8,3,251,226,25,15
"2031",203,"FA23_1026",1,"Light Far",1026,50,154,49,27.6429086814948,-49,3,203,226,-23,15
"2032",76,"FA23_1026",1,"Light Far",1026,51,50,26,9.33228802391529,-26,3,76,93,-17,7
"2033",10,"FA23_1026",1,"Light Far",1026,52,5,5,5.89844534490897,-5,3,10,52,-42,15
"2034",185,"FA23_1026",1,"Light Far",1026,53,162,23,12.8862179335597,-23,3,185,158,27,15
"2035",108,"FA23_1026",1,"Light Far",1026,54,85,23,10.5016847247889,-23,4,110,93,15,7
"2036",241,"FA23_1026",1,"Light Far",1026,55,232,9,4.25059444526959,-9,4,243,226,15,7
"2037",203,"FA23_1026",1,"Light Far",1026,56,193,10,6.08938435763203,-10,4,205,226,-23,15
"2038",226,"FA23_1026",1,"Light Far",1026,57,220,6,4.00254600606027,-6,4,228,226,0,0
"2039",226,"FA23_1026",1,"Light Far",1026,58,220,6,4.00254600606027,-6,5,230,226,0,0
"2040",76,"FA23_1026",1,"Light Far",1026,59,40,36,12.3828346357854,-36,4,78,93,-17,7
