"","color_position","Participant_ID","Condition","condition_str","participant_number","trials_gen.thisTrialN","gen_response_color_index_in_orig_colorbar_space","gen_response_distance_idx","gen_response_distance_dE","gen_signed_distance_idx","trial_within_test_color","idx_for_graph","exemplar_position","color_to_prototype_distance_idx","color_to_prototype_de"
"893",72,"SU23_1010",1,"Light Far",1010,82,75,3,1.16376041663223,3,5,76,52,20,7
"894",76,"SU23_1010",1,"Light Far",1010,83,75,1,0.393204455575373,-1,5,80,93,-17,7
"895",29,"SU23_1010",1,"Light Far",1010,84,10,19,9.24029909061961,-19,5,33,52,-23,7
"896",226,"SU23_1010",1,"Light Far",1010,85,191,35,22.3284933121719,-35,5,230,226,0,0
"897",203,"SU23_1010",1,"Light Far",1010,86,177,26,15.2007663121417,-26,5,207,226,-23,15
"898",185,"SU23_1010",1,"Light Far",1010,87,165,20,11.2095665037097,-20,6,191,158,27,15
"899",52,"SU23_1010",1,"Light Far",1010,88,49,3,0.979846848708749,-3,6,58,52,0,0
"900",170,"SU23_1010",1,"Light Far",1010,89,163,7,3.95014544180073,-7,5,174,158,12,7
"901",10,"SU23_1011",2,"Dark Far",1011,0,17,7,5.83708450253568,7,1,6,52,-42,15
"902",203,"SU23_1011",2,"Dark Far",1011,1,192,11,3.8022941809984,-11,1,199,226,-23,15
"903",158,"SU23_1011",2,"Dark Far",1011,2,167,9,3.98883175979113,9,1,154,158,0,0
"904",29,"SU23_1011",2,"Dark Far",1011,3,19,10,5.75967155032789,-10,1,25,52,-23,7
"905",10,"SU23_1011",2,"Dark Far",1011,4,8,2,2.03231021091777,-2,2,8,52,-42,15
"906",123,"SU23_1011",2,"Dark Far",1011,5,154,31,16.9075123712402,31,1,119,93,30,15
"907",203,"SU23_1011",2,"Dark Far",1011,6,192,11,3.8022941809984,-11,2,201,226,-23,15
"908",158,"SU23_1011",2,"Dark Far",1011,7,168,10,4.4147800551526,10,2,156,158,0,0
"909",52,"SU23_1011",2,"Dark Far",1011,8,54,2,1.24665338653515,2,1,48,52,0,0
"910",185,"SU23_1011",2,"Dark Far",1011,9,195,10,3.65655048465708,10,1,181,158,27,15
"911",146,"SU23_1011",2,"Dark Far",1011,10,98,48,27.9916132854999,-48,1,142,158,-12,7
"912",251,"SU23_1011",2,"Dark Far",1011,11,251,0,0,0,1,247,226,25,15
"913",216,"SU23_1011",2,"Dark Far",1011,12,229,13,4.38961470762689,13,1,212,226,-10,7
"914",76,"SU23_1011",2,"Dark Far",1011,13,96,20,11.2336177234263,20,1,72,93,-17,7
"915",108,"SU23_1011",2,"Dark Far",1011,14,108,0,0,0,1,104,93,15,7
"916",226,"SU23_1011",2,"Dark Far",1011,15,223,3,1.06864339764029,-3,1,222,226,0,0
"917",241,"SU23_1011",2,"Dark Far",1011,16,228,13,6.3438845235752,-13,1,237,226,15,7
"918",185,"SU23_1011",2,"Dark Far",1011,17,196,11,4.00721968355424,11,2,183,158,27,15
"919",108,"SU23_1011",2,"Dark Far",1011,18,100,8,4.86821667129358,-8,2,106,93,15,7
"920",216,"SU23_1011",2,"Dark Far",1011,19,199,17,5.40917001348252,-17,2,214,226,-10,7
"921",72,"SU23_1011",2,"Dark Far",1011,20,52,20,11.8589462128208,-20,1,68,52,20,7
"922",93,"SU23_1011",2,"Dark Far",1011,21,59,34,19.1838684802255,-34,1,89,93,0,0
"923",72,"SU23_1011",2,"Dark Far",1011,22,53,19,11.2377274615705,-19,2,70,52,20,7
"924",146,"SU23_1011",2,"Dark Far",1011,23,162,16,7.59409048890769,16,2,144,158,-12,7
"925",170,"SU23_1011",2,"Dark Far",1011,24,187,17,6.71961188311527,17,1,166,158,12,7
"926",52,"SU23_1011",2,"Dark Far",1011,25,60,8,4.8979149506346,8,2,50,52,0,0
"927",133,"SU23_1011",2,"Dark Far",1011,26,94,39,23.2771523039733,-39,1,129,158,-25,15
"928",93,"SU23_1011",2,"Dark Far",1011,27,90,3,1.70976026835225,-3,2,91,93,0,0
"929",251,"SU23_1011",2,"Dark Far",1011,28,221,30,17.6312947781098,-30,2,249,226,25,15
"930",226,"SU23_1011",2,"Dark Far",1011,29,217,9,2.94633997824858,-9,2,224,226,0,0
"931",76,"SU23_1011",2,"Dark Far",1011,30,98,22,12.3775730559307,22,2,74,93,-17,7
"932",123,"SU23_1011",2,"Dark Far",1011,31,109,14,8.74119364830488,-14,2,121,93,30,15
"933",241,"SU23_1011",2,"Dark Far",1011,32,226,15,7.10168117952895,-15,2,239,226,15,7
"934",29,"SU23_1011",2,"Dark Far",1011,33,18,11,5.82398534456044,-11,2,27,52,-23,7
"935",170,"SU23_1011",2,"Dark Far",1011,34,185,15,5.97129010607492,15,2,168,158,12,7
"936",133,"SU23_1011",2,"Dark Far",1011,35,114,19,11.5905509712674,-19,2,131,158,-25,15
"937",216,"SU23_1011",2,"Dark Far",1011,36,170,46,16.2276763931727,-46,3,216,226,-10,7
"938",29,"SU23_1011",2,"Dark Far",1011,37,12,17,7.96061140602401,-17,3,29,52,-23,7
"939",76,"SU23_1011",2,"Dark Far",1011,38,62,14,8.04762739113781,-14,3,76,93,-17,7
"940",10,"SU23_1011",2,"Dark Far",1011,39,7,3,3.12275371666425,-3,3,10,52,-42,15
"941",203,"SU23_1011",2,"Dark Far",1011,40,183,20,7.139865788893,-20,3,203,226,-23,15
"942",216,"SU23_1011",2,"Dark Far",1011,41,197,19,6.09187920890425,-19,4,218,226,-10,7
"943",93,"SU23_1011",2,"Dark Far",1011,42,75,18,10.0869244484885,-18,3,93,93,0,0
"944",72,"SU23_1011",2,"Dark Far",1011,43,55,17,10.0072255523385,-17,3,72,52,20,7
"945",133,"SU23_1011",2,"Dark Far",1011,44,110,23,14.06326429314,-23,3,133,158,-25,15
"946",72,"SU23_1011",2,"Dark Far",1011,45,79,7,3.9442715967552,7,4,74,52,20,7
"947",203,"SU23_1011",2,"Dark Far",1011,46,193,10,3.44360027657956,-10,4,205,226,-23,15
"948",251,"SU23_1011",2,"Dark Far",1011,47,230,21,14.9422598293906,-21,3,251,226,25,15
"949",93,"SU23_1011",2,"Dark Far",1011,48,75,18,10.0869244484885,-18,4,95,93,0,0
"950",170,"SU23_1011",2,"Dark Far",1011,49,173,3,1.2456620425403,3,3,170,158,12,7
"951",146,"SU23_1011",2,"Dark Far",1011,50,108,38,22.3034917198816,-38,3,146,158,-12,7
"952",123,"SU23_1011",2,"Dark Far",1011,51,77,46,26.3773799937708,-46,3,123,93,30,15
"953",10,"SU23_1011",2,"Dark Far",1011,52,4,6,6.73269665338533,-6,4,12,52,-42,15
"954",52,"SU23_1011",2,"Dark Far",1011,53,56,4,2.47846334500172,4,3,52,52,0,0
"955",158,"SU23_1011",2,"Dark Far",1011,54,173,15,6.49572791518838,15,3,158,158,0,0
"956",185,"SU23_1011",2,"Dark Far",1011,55,204,19,6.70897673184214,19,3,185,158,27,15
"957",108,"SU23_1011",2,"Dark Far",1011,56,103,5,3.07002420088501,-5,3,108,93,15,7
"958",241,"SU23_1011",2,"Dark Far",1011,57,221,20,8.70972902044414,-20,3,241,226,15,7
"959",158,"SU23_1011",2,"Dark Far",1011,58,158,0,0,0,4,160,158,0,0
"960",185,"SU23_1011",2,"Dark Far",1011,59,187,2,0.75254634827797,2,4,187,158,27,15
"961",29,"SU23_1011",2,"Dark Far",1011,60,14,15,6.93403983281149,-15,4,31,52,-23,7
"962",226,"SU23_1011",2,"Dark Far",1011,61,222,4,1.40101099623224,-4,3,226,226,0,0
"963",108,"SU23_1011",2,"Dark Far",1011,62,71,37,20.8798283034808,-37,4,110,93,15,7
"964",133,"SU23_1011",2,"Dark Far",1011,63,103,30,18.2580055053443,-30,4,135,158,-25,15
"965",123,"SU23_1011",2,"Dark Far",1011,64,114,9,5.62257727941195,-9,4,125,93,30,15
"966",52,"SU23_1011",2,"Dark Far",1011,65,52,0,0,0,4,54,52,0,0
"967",251,"SU23_1011",2,"Dark Far",1011,66,219,32,18.067355629575,-32,4,253,226,25,15
"968",226,"SU23_1011",2,"Dark Far",1011,67,207,19,5.8947284179042,-19,4,228,226,0,0
"969",146,"SU23_1011",2,"Dark Far",1011,68,161,15,7.15131644737107,15,4,148,158,-12,7
"970",170,"SU23_1011",2,"Dark Far",1011,69,185,15,5.97129010607492,15,4,172,158,12,7
"971",241,"SU23_1011",2,"Dark Far",1011,70,223,18,8.11073514743527,-18,4,243,226,15,7
"972",76,"SU23_1011",2,"Dark Far",1011,71,85,9,5.03837361839556,9,4,78,93,-17,7
"973",185,"SU23_1011",2,"Dark Far",1011,72,195,10,3.65655048465708,10,5,189,158,27,15
"974",93,"SU23_1011",2,"Dark Far",1011,73,91,2,1.14213169366822,-2,5,97,93,0,0
"975",108,"SU23_1011",2,"Dark Far",1011,74,97,11,6.62847768488478,-11,5,112,93,15,7
"976",158,"SU23_1011",2,"Dark Far",1011,75,161,3,1.36160909840099,3,5,162,158,0,0
"977",241,"SU23_1011",2,"Dark Far",1011,76,226,15,7.10168117952895,-15,5,245,226,15,7
"978",10,"SU23_1011",2,"Dark Far",1011,77,6,4,4.26710885847712,-4,5,14,52,-42,15
"979",93,"SU23_1011",2,"Dark Far",1011,78,91,2,1.14213169366822,-2,6,99,93,0,0
"980",52,"SU23_1011",2,"Dark Far",1011,79,56,4,2.47846334500172,4,5,56,52,0,0
"981",133,"SU23_1011",2,"Dark Far",1011,80,99,34,20.5444308179545,-34,5,137,158,-25,15
"982",146,"SU23_1011",2,"Dark Far",1011,81,99,47,27.4507113222916,-47,5,150,158,-12,7
"983",72,"SU23_1011",2,"Dark Far",1011,82,67,5,2.86821186961669,-5,5,76,52,20,7
"984",76,"SU23_1011",2,"Dark Far",1011,83,67,9,5.12772019509093,-9,5,80,93,-17,7
"985",29,"SU23_1011",2,"Dark Far",1011,84,13,16,7.41216109382085,-16,5,33,52,-23,7
"986",226,"SU23_1011",2,"Dark Far",1011,85,205,21,6.50430448063793,-21,5,230,226,0,0
"987",203,"SU23_1011",2,"Dark Far",1011,86,202,1,0.332249037881992,-1,5,207,226,-23,15
"988",185,"SU23_1011",2,"Dark Far",1011,87,193,8,2.94682686890311,8,6,191,158,27,15
"989",52,"SU23_1011",2,"Dark Far",1011,88,46,6,3.82136821005589,-6,6,58,52,0,0
"990",170,"SU23_1011",2,"Dark Far",1011,89,173,3,1.2456620425403,3,5,174,158,12,7
"991",10,"SU23_1012",1,"Light Far",1012,0,5,5,5.89844534490897,-5,1,6,52,-42,15
"992",203,"SU23_1012",1,"Light Far",1012,1,221,18,11.7638176637381,18,1,199,226,-23,15
"993",158,"SU23_1012",1,"Light Far",1012,2,161,3,1.74122474033835,3,1,154,158,0,0
"994",29,"SU23_1012",1,"Light Far",1012,3,34,5,1.72364976891318,5,1,25,52,-23,7
"995",10,"SU23_1012",1,"Light Far",1012,4,0,10,18.514648220112,-10,2,8,52,-42,15
"996",123,"SU23_1012",1,"Light Far",1012,5,123,0,0,0,1,119,93,30,15
"997",203,"SU23_1012",1,"Light Far",1012,6,216,13,8.42320226703444,13,2,201,226,-23,15
"998",158,"SU23_1012",1,"Light Far",1012,7,170,12,6.82413469960483,12,2,156,158,0,0
"999",52,"SU23_1012",1,"Light Far",1012,8,48,4,1.30084925436631,-4,1,48,52,0,0
"1000",185,"SU23_1012",1,"Light Far",1012,9,196,11,6.44293040071903,11,1,181,158,27,15
"1001",146,"SU23_1012",1,"Light Far",1012,10,167,21,12.3126756117243,21,1,142,158,-12,7
"1002",251,"SU23_1012",1,"Light Far",1012,11,255,4,6.01895261668585,4,1,247,226,25,15
"1003",216,"SU23_1012",1,"Light Far",1012,12,228,12,7.99474903004323,12,1,212,226,-10,7
"1004",76,"SU23_1012",1,"Light Far",1012,13,90,14,5.78794916714069,14,1,72,93,-17,7
"1005",108,"SU23_1012",1,"Light Far",1012,14,90,18,8.39670881375519,-18,1,104,93,15,7
"1006",226,"SU23_1012",1,"Light Far",1012,15,233,7,4.51979256221399,7,1,222,226,0,0
"1007",241,"SU23_1012",1,"Light Far",1012,16,245,4,3.5492239818348,4,1,237,226,15,7
"1008",185,"SU23_1012",1,"Light Far",1012,17,197,12,7.04563627530329,12,2,183,158,27,15
"1009",108,"SU23_1012",1,"Light Far",1012,18,87,21,9.67037818159414,-21,2,106,93,15,7
"1010",216,"SU23_1012",1,"Light Far",1012,19,207,9,5.8916567097069,-9,2,214,226,-10,7
"1011",72,"SU23_1012",1,"Light Far",1012,20,58,14,5.11574653222344,-14,1,68,52,20,7
"1012",93,"SU23_1012",1,"Light Far",1012,21,82,11,4.69643961893506,-11,1,89,93,0,0
"1013",72,"SU23_1012",1,"Light Far",1012,22,69,3,1.14036353918845,-3,2,70,52,20,7
"1014",146,"SU23_1012",1,"Light Far",1012,23,167,21,12.3126756117243,21,2,144,158,-12,7
"1015",170,"SU23_1012",1,"Light Far",1012,24,194,24,13.6243963768539,24,1,166,158,12,7
"1016",52,"SU23_1012",1,"Light Far",1012,25,50,2,0.656078327568269,-2,2,50,52,0,0
"1017",133,"SU23_1012",1,"Light Far",1012,26,108,25,14.1735957837257,-25,1,129,158,-25,15
"1018",93,"SU23_1012",1,"Light Far",1012,27,85,8,3.45395985414324,-8,2,91,93,0,0
"1019",251,"SU23_1012",1,"Light Far",1012,28,255,4,6.01895261668585,4,2,249,226,25,15
"1020",226,"SU23_1012",1,"Light Far",1012,29,239,13,6.21027089274552,13,2,224,226,0,0
"1021",76,"SU23_1012",1,"Light Far",1012,30,86,10,4.07940784898453,10,2,74,93,-17,7
"1022",123,"SU23_1012",1,"Light Far",1012,31,106,17,9.14853626758151,-17,2,121,93,30,15
"1023",241,"SU23_1012",1,"Light Far",1012,32,251,10,10.1615516629367,10,2,239,226,15,7
"1024",29,"SU23_1012",1,"Light Far",1012,33,3,26,18.2549433105519,-26,2,27,52,-23,7
"1025",170,"SU23_1012",1,"Light Far",1012,34,136,34,19.9543294976556,-34,2,168,158,12,7
"1026",133,"SU23_1012",1,"Light Far",1012,35,160,27,16.3723492135983,27,2,131,158,-25,15
"1027",216,"SU23_1012",1,"Light Far",1012,36,230,14,9.29542854603406,14,3,216,226,-10,7
"1028",29,"SU23_1012",1,"Light Far",1012,37,14,15,7.10168117952895,-15,3,29,52,-23,7
"1029",76,"SU23_1012",1,"Light Far",1012,38,83,7,2.82718895265796,7,3,76,93,-17,7
"1030",10,"SU23_1012",1,"Light Far",1012,39,0,10,18.514648220112,-10,3,10,52,-42,15
"1031",203,"SU23_1012",1,"Light Far",1012,40,198,5,3.08796041488676,-5,3,203,226,-23,15
"1032",216,"SU23_1012",1,"Light Far",1012,41,212,4,2.64737865926397,-4,4,218,226,-10,7
"1033",93,"SU23_1012",1,"Light Far",1012,42,82,11,4.69643961893506,-11,3,93,93,0,0
"1034",72,"SU23_1012",1,"Light Far",1012,43,54,18,6.47708493451551,-18,3,72,52,20,7
"1035",133,"SU23_1012",1,"Light Far",1012,44,145,12,7.50687739627481,12,3,133,158,-25,15
"1036",72,"SU23_1012",1,"Light Far",1012,45,65,7,2.62404570789914,-7,4,74,52,20,7
"1037",203,"SU23_1012",1,"Light Far",1012,46,201,2,1.24665338653515,-2,4,205,226,-23,15
"1038",251,"SU23_1012",1,"Light Far",1012,47,255,4,6.01895261668585,4,3,251,226,25,15
"1039",93,"SU23_1012",1,"Light Far",1012,48,77,16,6.70634041490906,-16,4,95,93,0,0
"1040",170,"SU23_1012",1,"Light Far",1012,49,152,18,10.3499707077239,-18,3,170,158,12,7
"1041",146,"SU23_1012",1,"Light Far",1012,50,169,23,13.4050827306881,23,3,146,158,-12,7
"1042",123,"SU23_1012",1,"Light Far",1012,51,138,15,9.1416927681978,15,3,123,93,30,15
"1043",10,"SU23_1012",1,"Light Far",1012,52,0,10,18.514648220112,-10,4,12,52,-42,15
"1044",52,"SU23_1012",1,"Light Far",1012,53,47,5,1.61915345601561,-5,3,52,52,0,0
"1045",158,"SU23_1012",1,"Light Far",1012,54,149,9,5.39842433488564,-9,3,158,158,0,0
"1046",185,"SU23_1012",1,"Light Far",1012,55,182,3,1.709035945537,-3,3,185,158,27,15
"1047",108,"SU23_1012",1,"Light Far",1012,56,84,24,10.9121362759177,-24,3,108,93,15,7
"1048",241,"SU23_1012",1,"Light Far",1012,57,254,13,14.2195714710374,13,3,241,226,15,7
"1049",158,"SU23_1012",1,"Light Far",1012,58,171,13,7.37983318077952,13,4,160,158,0,0
"1050",185,"SU23_1012",1,"Light Far",1012,59,195,10,5.84499614405489,10,4,187,158,27,15
"1051",29,"SU23_1012",1,"Light Far",1012,60,7,22,11.2276342375418,-22,4,31,52,-23,7
"1052",226,"SU23_1012",1,"Light Far",1012,61,224,2,1.3272432783232,-2,3,226,226,0,0
"1053",108,"SU23_1012",1,"Light Far",1012,62,85,23,10.5016847247889,-23,4,110,93,15,7
"1054",133,"SU23_1012",1,"Light Far",1012,63,116,17,9.9892919987602,-17,4,135,158,-25,15
"1055",123,"SU23_1012",1,"Light Far",1012,64,127,4,2.36891535064111,4,4,125,93,30,15
"1056",52,"SU23_1012",1,"Light Far",1012,65,47,5,1.61915345601561,-5,4,54,52,0,0
"1057",251,"SU23_1012",1,"Light Far",1012,66,255,4,6.01895261668585,4,4,253,226,25,15
"1058",226,"SU23_1012",1,"Light Far",1012,67,237,11,5.82398534456044,11,4,228,226,0,0
"1059",146,"SU23_1012",1,"Light Far",1012,68,158,12,7.24627944128784,12,4,148,158,-12,7
"1060",170,"SU23_1012",1,"Light Far",1012,69,187,17,9.56738112592399,17,4,172,158,12,7
"1061",241,"SU23_1012",1,"Light Far",1012,70,249,8,7.75718176682421,8,4,243,226,15,7
"1062",76,"SU23_1012",1,"Light Far",1012,71,86,10,4.07940784898453,10,4,78,93,-17,7
"1063",185,"SU23_1012",1,"Light Far",1012,72,175,10,5.64316720491318,-10,5,189,158,27,15
"1064",93,"SU23_1012",1,"Light Far",1012,73,82,11,4.69643961893506,-11,5,97,93,0,0
"1065",108,"SU23_1012",1,"Light Far",1012,74,95,13,6.19924623659601,-13,5,112,93,15,7
"1066",158,"SU23_1012",1,"Light Far",1012,75,144,14,8.48526048260986,-14,5,162,158,0,0
"1067",241,"SU23_1012",1,"Light Far",1012,76,254,13,14.2195714710374,13,5,245,226,15,7
"1068",10,"SU23_1012",1,"Light Far",1012,77,1,9,15.4530978004648,-9,5,14,52,-42,15
"1069",93,"SU23_1012",1,"Light Far",1012,78,83,10,4.28537248002648,-10,6,99,93,0,0
"1070",52,"SU23_1012",1,"Light Far",1012,79,54,2,0.667165467393161,2,5,56,52,0,0
"1071",133,"SU23_1012",1,"Light Far",1012,80,121,12,7.18802766700968,-12,5,137,158,-25,15
"1072",146,"SU23_1012",1,"Light Far",1012,81,130,16,9.95923023620245,-16,5,150,158,-12,7
"1073",72,"SU23_1012",1,"Light Far",1012,82,51,21,7.4667328171181,-21,5,76,52,20,7
"1074",76,"SU23_1012",1,"Light Far",1012,83,61,15,5.61661261607677,-15,5,80,93,-17,7
"1075",29,"SU23_1012",1,"Light Far",1012,84,12,17,8.17017189485313,-17,5,33,52,-23,7
"1076",226,"SU23_1012",1,"Light Far",1012,85,233,7,4.51979256221399,7,5,230,226,0,0
"1077",203,"SU23_1012",1,"Light Far",1012,86,210,7,4.47061523481657,7,5,207,226,-23,15
"1078",185,"SU23_1012",1,"Light Far",1012,87,188,3,1.72678172338487,3,6,191,158,27,15
"1079",52,"SU23_1012",1,"Light Far",1012,88,48,4,1.30084925436631,-4,6,58,52,0,0
"1080",170,"SU23_1012",1,"Light Far",1012,89,174,4,2.23852505352391,4,5,174,158,12,7
"1081",10,"SU23_1014",1,"Light Far",1014,0,14,4,2.20053803069266,4,1,6,52,-42,15
"1082",203,"SU23_1014",1,"Light Far",1014,1,200,3,1.86323950748357,-3,1,199,226,-23,15
"1083",158,"SU23_1014",1,"Light Far",1014,2,156,2,1.17673040661517,-2,1,154,158,0,0
"1084",29,"SU23_1014",1,"Light Far",1014,3,39,10,3.24154970414313,10,1,25,52,-23,7
"1085",10,"SU23_1014",1,"Light Far",1014,4,5,5,5.89844534490897,-5,2,8,52,-42,15
"1086",123,"SU23_1014",1,"Light Far",1014,5,116,7,3.95884848859516,-7,1,119,93,30,15
"1087",203,"SU23_1014",1,"Light Far",1014,6,198,5,3.08796041488676,-5,2,201,226,-23,15
"1088",158,"SU23_1014",1,"Light Far",1014,7,179,21,11.804765675503,21,2,156,158,0,0
"1089",52,"SU23_1014",1,"Light Far",1014,8,47,5,1.61915345601561,-5,1,48,52,0,0
"1090",185,"SU23_1014",1,"Light Far",1014,9,197,12,7.04563627530329,12,1,181,158,27,15
"1091",146,"SU23_1014",1,"Light Far",1014,10,119,27,16.3705420608732,-27,1,142,158,-12,7
"1092",251,"SU23_1014",1,"Light Far",1014,11,253,2,2.8187605440857,2,1,247,226,25,15
"1093",216,"SU23_1014",1,"Light Far",1014,12,232,16,10.5759436501809,16,1,212,226,-10,7
"1094",76,"SU23_1014",1,"Light Far",1014,13,67,9,3.44299887466722,-9,1,72,93,-17,7
"1095",108,"SU23_1014",1,"Light Far",1014,14,87,21,9.67037818159414,-21,1,104,93,15,7
"1096",226,"SU23_1014",1,"Light Far",1014,15,224,2,1.3272432783232,-2,1,222,226,0,0
"1097",241,"SU23_1014",1,"Light Far",1014,16,238,3,2.31755640483789,-3,1,237,226,15,7
"1098",185,"SU23_1014",1,"Light Far",1014,17,186,1,0.573410405893885,1,2,183,158,27,15
"1099",108,"SU23_1014",1,"Light Far",1014,18,92,16,7.52920012882728,-16,2,106,93,15,7
"1100",216,"SU23_1014",1,"Light Far",1014,19,222,6,4.01346482267047,6,2,214,226,-10,7
"1101",72,"SU23_1014",1,"Light Far",1014,20,47,25,8.74285224569182,-25,1,68,52,20,7
"1102",93,"SU23_1014",1,"Light Far",1014,21,53,40,15.3293216782108,-40,1,89,93,0,0
"1103",72,"SU23_1014",1,"Light Far",1014,22,47,25,8.74285224569182,-25,2,70,52,20,7
"1104",146,"SU23_1014",1,"Light Far",1014,23,113,33,19.6311339974564,-33,2,144,158,-12,7
"1105",170,"SU23_1014",1,"Light Far",1014,24,169,1,0.560775153537654,-1,1,166,158,12,7
"1106",52,"SU23_1014",1,"Light Far",1014,25,42,10,3.1707851043467,-10,2,50,52,0,0
"1107",133,"SU23_1014",1,"Light Far",1014,26,82,51,25.3618206815449,-51,1,129,158,-25,15
"1108",93,"SU23_1014",1,"Light Far",1014,27,96,3,1.35084359684968,3,2,91,93,0,0
"1109",251,"SU23_1014",1,"Light Far",1014,28,253,2,2.8187605440857,2,2,249,226,25,15
"1110",226,"SU23_1014",1,"Light Far",1014,29,229,3,1.96531583104478,3,2,224,226,0,0
"1111",76,"SU23_1014",1,"Light Far",1014,30,38,38,12.9560367931214,-38,2,74,93,-17,7
"1112",123,"SU23_1014",1,"Light Far",1014,31,68,55,24.6896846624783,-55,2,121,93,30,15
"1113",241,"SU23_1014",1,"Light Far",1014,32,211,30,15.8512486588116,-30,2,239,226,15,7
"1114",29,"SU23_1014",1,"Light Far",1014,33,19,10,4.48767320868582,-10,2,27,52,-23,7
"1115",170,"SU23_1014",1,"Light Far",1014,34,198,28,15.9966610817718,28,2,168,158,12,7
"1116",133,"SU23_1014",1,"Light Far",1014,35,131,2,1.23410512795671,-2,2,131,158,-25,15
"1117",216,"SU23_1014",1,"Light Far",1014,36,216,0,0,0,3,216,226,-10,7
"1118",29,"SU23_1014",1,"Light Far",1014,37,20,9,3.98312513968071,-9,3,29,52,-23,7
"1119",76,"SU23_1014",1,"Light Far",1014,38,37,39,13.2386596856651,-39,3,76,93,-17,7
"1120",10,"SU23_1014",1,"Light Far",1014,39,2,8,12.7027215674503,-8,3,10,52,-42,15
"1121",203,"SU23_1014",1,"Light Far",1014,40,197,6,3.69540012230865,-6,3,203,226,-23,15
"1122",216,"SU23_1014",1,"Light Far",1014,41,209,7,4.6045550068788,-7,4,218,226,-10,7
"1123",93,"SU23_1014",1,"Light Far",1014,42,89,4,1.75319369418815,-4,3,93,93,0,0
"1124",72,"SU23_1014",1,"Light Far",1014,43,44,28,9.66675861598993,-28,3,72,52,20,7
"1125",133,"SU23_1014",1,"Light Far",1014,44,108,25,14.1735957837257,-25,3,133,158,-25,15
"1126",72,"SU23_1014",1,"Light Far",1014,45,59,13,4.76811575657888,-13,4,74,52,20,7
"1127",203,"SU23_1014",1,"Light Far",1014,46,208,5,3.1758320462504,5,4,205,226,-23,15
"1128",251,"SU23_1014",1,"Light Far",1014,47,253,2,2.8187605440857,2,3,251,226,25,15
"1129",93,"SU23_1014",1,"Light Far",1014,48,79,14,5.91138278445313,-14,4,95,93,0,0
"1130",170,"SU23_1014",1,"Light Far",1014,49,184,14,7.85854804427569,14,3,170,158,12,7
"1131",146,"SU23_1014",1,"Light Far",1014,50,129,17,10.5628884211776,-17,3,146,158,-12,7
"1132",123,"SU23_1014",1,"Light Far",1014,51,104,19,10.1210691990626,-19,3,123,93,30,15
"1133",10,"SU23_1014",1,"Light Far",1014,52,6,4,3.98547281219658,-4,4,12,52,-42,15
"1134",52,"SU23_1014",1,"Light Far",1014,53,36,16,4.97006384129086,-16,3,52,52,0,0
"1135",158,"SU23_1014",1,"Light Far",1014,54,156,2,1.17673040661517,-2,3,158,158,0,0
"1136",185,"SU23_1014",1,"Light Far",1014,55,176,9,5.08410671967428,-9,3,185,158,27,15
"1137",108,"SU23_1014",1,"Light Far",1014,56,103,5,2.47286826607475,-5,3,108,93,15,7
"1138",241,"SU23_1014",1,"Light Far",1014,57,225,16,7.48610970675003,-16,3,241,226,15,7
"1139",158,"SU23_1014",1,"Light Far",1014,58,163,5,2.88717837900862,5,4,160,158,0,0
"1140",185,"SU23_1014",1,"Light Far",1014,59,184,1,0.572253376163868,-1,4,187,158,27,15
"1141",29,"SU23_1014",1,"Light Far",1014,60,9,20,9.77457091099728,-20,4,31,52,-23,7
"1142",226,"SU23_1014",1,"Light Far",1014,61,220,6,4.00254600606027,-6,3,226,226,0,0
"1143",108,"SU23_1014",1,"Light Far",1014,62,73,35,15.2099563280175,-35,4,110,93,15,7
"1144",133,"SU23_1014",1,"Light Far",1014,63,84,49,24.6087346626013,-49,4,135,158,-25,15
"1145",123,"SU23_1014",1,"Light Far",1014,64,97,26,13.3666444060965,-26,4,125,93,30,15
"1146",52,"SU23_1014",1,"Light Far",1014,65,34,18,5.56855055496131,-18,4,54,52,0,0
"1147",251,"SU23_1014",1,"Light Far",1014,66,245,6,6.73269665338533,-6,4,253,226,25,15
"1148",226,"SU23_1014",1,"Light Far",1014,67,229,3,1.96531583104478,3,4,228,226,0,0
"1149",146,"SU23_1014",1,"Light Far",1014,68,121,25,15.2447650461691,-25,4,148,158,-12,7
"1150",170,"SU23_1014",1,"Light Far",1014,69,166,4,2.24908446913173,-4,4,172,158,12,7
"1151",241,"SU23_1014",1,"Light Far",1014,70,218,23,11.6142923641768,-23,4,243,226,15,7
"1152",76,"SU23_1014",1,"Light Far",1014,71,40,36,12.3828346357854,-36,4,78,93,-17,7
"1153",185,"SU23_1014",1,"Light Far",1014,72,186,1,0.573410405893885,1,5,189,158,27,15
"1154",93,"SU23_1014",1,"Light Far",1014,73,74,19,7.87660394242586,-19,5,97,93,0,0
"1155",108,"SU23_1014",1,"Light Far",1014,74,57,51,20.7950923166108,-51,5,112,93,15,7
"1156",158,"SU23_1014",1,"Light Far",1014,75,156,2,1.17673040661517,-2,5,162,158,0,0
"1157",241,"SU23_1014",1,"Light Far",1014,76,189,52,28.2175798494654,-52,5,245,226,15,7
"1158",10,"SU23_1014",1,"Light Far",1014,77,4,6,7.96662021799956,-6,5,14,52,-42,15
"1159",93,"SU23_1014",1,"Light Far",1014,78,75,18,7.48945491190652,-18,6,99,93,0,0
